#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1A1E72DAFF6DB8BC-2DB551FFA7EC6267
#datatype	hitsFull Results
#status	0
#Start time	2025-02-24T22:46:58	Run time	0:00:00:33
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#174 - >validated_A1_Birds_Calypte_anna	superfamily	465863	22	159	3.41182e-30	108.841	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#174 - >validated_A1_Birds_Calypte_anna	non-specific	462396	29	177	5.0714e-27	100.518	pfam08210	APOBEC_N	 - 	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#174 - >validated_A1_Birds_Calypte_anna	superfamily	462396	29	177	5.0714e-27	100.518	cl38258	APOBEC_N superfamily	 - 	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#174 - >validated_A1_Birds_Calypte_anna	non-specific	436728	83	156	1.10627e-26	96.6368	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#174 - >validated_A1_Birds_Calypte_anna	superfamily	480765	83	156	1.10627e-26	96.6368	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#174 - >validated_A1_Birds_Calypte_anna	non-specific	436733	33	156	2.10949e-24	93.9701	pfam18782	NAD2	 - 	cl40079	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#174 - >validated_A1_Birds_Calypte_anna	superfamily	436733	33	156	2.10949e-24	93.9701	cl40079	NAD2 superfamily	 - 	 - 	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#174 - >validated_A1_Birds_Calypte_anna	non-specific	461599	107	185	6.1118e-20	79.4492	pfam05240	APOBEC_C	 - 	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#174 - >validated_A1_Birds_Calypte_anna	specific	238610	26	128	7.29777e-05	40.4022	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#174 - >validated_A1_Birds_Calypte_anna	superfamily	444801	26	128	7.29777e-05	40.4022	cl00269	cytidine_deaminase-like superfamily	 - 	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	specific	408545	28	158	6.64155e-65	195.863	pfam18774	APOBEC4_like	 - 	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	superfamily	408545	28	158	6.64155e-65	195.863	cl39018	APOBEC4_like superfamily	 - 	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	non-specific	408540	47	143	3.22334e-56	172.69	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	superfamily	408540	47	143	3.22334e-56	172.69	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	non-specific	465854	42	154	4.76643e-52	162.815	pfam18750	SNAD4	 - 	cl39020	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	superfamily	465854	42	154	4.76643e-52	162.815	cl39020	SNAD4 superfamily	 - 	 - 	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	non-specific	465865	20	169	1.75073e-42	140.491	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	superfamily	465865	20	169	1.75073e-42	140.491	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	non-specific	465863	22	169	3.79707e-34	118.856	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	superfamily	465863	22	169	3.79707e-34	118.856	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	non-specific	436733	36	168	2.01195e-27	101.674	pfam18782	NAD2	 - 	cl40079	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	superfamily	436733	36	168	2.01195e-27	101.674	cl40079	NAD2 superfamily	 - 	 - 	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	non-specific	436728	83	156	6.91863e-27	97.4072	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	superfamily	480765	83	156	6.91863e-27	97.4072	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	non-specific	462396	29	169	2.52193e-26	98.5918	pfam08210	APOBEC_N	 - 	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	superfamily	462396	29	169	2.52193e-26	98.5918	cl38258	APOBEC_N superfamily	 - 	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	non-specific	461599	107	169	1.27155e-17	73.286	pfam05240	APOBEC_C	C	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	specific	238610	23	104	7.62853e-06	43.0986	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#175 - >validated_A1_Birds_Caprimulgus_europaeus	superfamily	444801	23	104	7.62853e-06	43.0986	cl00269	cytidine_deaminase-like superfamily	 - 	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#176 - >validated_A1_Birds_Cariama_cristata	specific	408545	28	158	1.32607e-61	187.388	pfam18774	APOBEC4_like	 - 	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#176 - >validated_A1_Birds_Cariama_cristata	superfamily	408545	28	158	1.32607e-61	187.388	cl39018	APOBEC4_like superfamily	 - 	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
